15000
818	1216	1
1591	307	1
366	862	1
570	748	1
1570	208	1
1662	422	1
1274	1402	1
854	1478	1
1057	893	1
1605	698	1
48	997	1
1188	631	1
478	763	1
217	168	1
1251	1169	1
1055	200	1
987	1098	1
908	1285	1
1596	1339	1
588	463	1
1196	1110	1
1744	634	1
1702	287	1
1438	843	1
115	1353	1
296	862	1
825	706	1
1735	1363	1
1935	1207	1
1400	524	1
1046	664	1
204	1413	1
1505	1004	1
1439	1488	1
1880	344	1
1180	406	1
436	388	1
1166	359	1
910	828	1
702	829	1
1129	944	1
1668	259	1
786	1135	1
1389	921	1
329	726	1
987	1479	1
1420	710	1
91	1447	1
1092	1236	1
302	501	1
1335	712	1
1591	624	1
1342	1124	1
650	172	1
167	787	1
1464	1202	1
1307	747	1
480	409	1
1294	1341	1
1780	826	1
1676	23	1
1929	392	1
1387	960	1
1180	834	1
510	243	1
44	695	1
1984	1347	1
902	414	1
1760	217	1
311	644	1
1256	1468	1
1684	777	1
603	409	1
703	101	1
264	1149	1
1462	652	1
1702	903	1
584	457	1
1938	501	1
1879	730	1
1741	1249	1
172	225	1
1666	1129	1
986	1182	1
838	1414	1
968	711	1
914	846	1
1926	417	1
843	931	1
758	1258	1
937	1079	1
31	926	1
1574	85	1
167	691	1
1877	107	1
668	933	1
1006	549	1
1856	110	1
1841	1401	1
224	1191	1
753	189	1
611	1321	1
1630	1036	1
480	776	1
1959	312	1
1175	264	1
1581	740	1
1911	1280	1
1909	956	1
709	1351	1
15	429	1
1191	775	1
598	659	1
1977	398	1
1290	111	1
47	612	1
1188	1293	1
289	188	1
1382	345	1
136	1327	1
1574	288	1
187	218	1
903	1321	1
533	425	1
440	777	1
1494	1112	1
1671	1201	1
1094	728	1
1271	34	1
1305	996	1
1170	379	1
597	85	1
1112	255	1
230	229	1
231	329	1
277	1184	1
681	472	1
876	1204	1
1005	164	1
620	916	1
877	241	1
596	30	1
643	573	1
352	404	1
1635	1011	1
1970	690	1
1941	660	1
482	274	1
1014	1346	1
843	237	1
1765	1400	1
701	1331	1
908	614	1
828	866	1
621	891	1
799	1170	1
1160	498	1
1782	492	1
1986	637	1
276	1015	1
763	606	1
470	1477	1
317	894	1
466	282	1
103	1103	1
1149	589	1
439	524	1
1134	68	1
275	1393	1
765	893	1
11	1381	1
938	715	1
1901	73	1
362	1126	1
300	120	1
378	866	1
308	941	1
964	1407	1
1352	585	1
100	451	1
214	1018	1
1217	181	1
623	267	1
101	897	1
561	391	1
634	1247	1
1779	606	1
1172	475	1
851	547	1
20	1497	1
1671	912	1
1229	248	1
947	654	1
1905	57	1
1335	792	1
1004	158	1
1341	134	1
1035	579	1
483	121	1
1677	1461	1
1080	1316	1
1544	1139	1
173	812	1
692	1111	1
1683	968	1
494	1231	1
1838	999	1
1076	1260	1
1120	959	1
1556	303	1
1586	306	1
1137	1453	1
1716	245	1
622	448	1
317	397	1
360	452	1
1314	118	1
1123	804	1
1283	1021	1
267	1358	1
1985	122	1
792	186	1
479	157	1
1034	1064	1
1217	1342	1
1374	936	1
331	203	1
1318	745	1
342	921	1
444	357	1
1835	891	1
1722	1200	1
1389	734	1
1063	444	1
318	917	1
1247	350	1
1828	143	1
966	1023	1
1799	57	1
1991	574	1
326	195	1
1096	289	1
1993	1484	1
1159	241	1
1541	392	1
995	1236	1
1005	1449	1
1893	556	1
677	1179	1
19	1320	1
1377	1073	1
129	736	1
315	583	1
1908	558	1
1371	677	1
541	1414	1
124	470	1
1507	1267	1
397	262	1
570	616	1
407	1268	1
165	1127	1
