2000 500
0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	45
46	46
47	47
48	48
49	49
50	50
51	51
52	52
53	53
54	54
55	55
56	56
57	57
58	58
59	59
60	60
61	61
62	62
63	63
64	64
65	65
66	66
67	67
68	68
69	69
70	70
71	71
72	72
73	73
74	74
75	75
76	76
77	77
78	78
79	79
80	80
81	81
82	82
83	83
84	84
85	85
86	86
87	87
88	88
89	89
90	90
91	91
92	92
93	93
94	94
95	95
96	96
97	97
98	98
99	99
100	100
101	101
102	102
103	103
104	104
105	105
106	106
107	107
108	108
109	109
110	110
111	111
112	112
113	113
114	114
115	115
116	116
117	117
118	118
119	119
120	120
121	121
122	122
123	123
124	124
125	125
126	126
127	127
128	128
129	129
130	130
131	131
132	132
133	133
134	134
135	135
136	136
137	137
138	138
139	139
140	140
141	141
142	142
143	143
144	144
145	145
146	146
147	147
148	148
149	149
150	150
151	151
152	152
153	153
154	154
155	155
156	156
157	157
158	158
159	159
160	160
161	161
162	162
163	163
164	164
165	165
166	166
167	167
168	168
169	169
170	170
171	171
172	172
173	173
174	174
175	175
176	176
177	177
178	178
179	179
180	180
181	181
182	182
183	183
184	184
185	185
186	186
187	187
188	188
189	189
190	190
191	191
192	192
193	193
194	194
195	195
196	196
197	197
198	198
199	199
200	200
201	201
202	202
203	203
204	204
205	205
206	206
207	207
208	208
209	209
210	210
211	211
212	212
213	213
214	214
215	215
216	216
217	217
218	218
219	219
220	220
221	221
222	222
223	223
224	224
225	225
226	226
227	227
228	228
229	229
230	230
231	231
232	232
233	233
234	234
235	235
236	236
237	237
238	238
239	239
240	240
241	241
242	242
243	243
244	244
245	245
246	246
247	247
248	248
249	249
250	250
251	251
252	252
253	253
254	254
255	255
256	256
257	257
258	258
259	259
260	260
261	261
262	262
263	263
264	264
265	265
266	266
267	267
268	268
269	269
270	270
271	271
272	272
273	273
274	274
275	275
276	276
277	277
278	278
279	279
280	280
281	281
282	282
283	283
284	284
285	285
286	286
287	287
288	288
289	289
290	290
291	291
292	292
293	293
294	294
295	295
296	296
297	297
298	298
299	299
300	300
301	301
302	302
303	303
304	304
305	305
306	306
307	307
308	308
309	309
310	310
311	311
312	312
313	313
314	314
315	315
316	316
317	317
318	318
319	319
320	320
321	321
322	322
323	323
324	324
325	325
326	326
327	327
328	328
329	329
330	330
331	331
332	332
333	333
334	334
335	335
336	336
337	337
338	338
339	339
340	340
341	341
342	342
343	343
344	344
345	345
346	346
347	347
348	348
349	349
350	350
351	351
352	352
353	353
354	354
355	355
356	356
357	357
358	358
359	359
360	360
361	361
362	362
363	363
364	364
365	365
366	366
367	367
368	368
369	369
370	370
371	371
372	372
373	373
374	374
375	375
376	376
377	377
378	378
379	379
380	380
381	381
382	382
383	383
384	384
385	385
386	386
387	387
388	388
389	389
390	390
391	391
392	392
393	393
394	394
395	395
396	396
397	397
398	398
399	399
400	400
401	401
402	402
403	403
404	404
405	405
406	406
407	407
408	408
409	409
410	410
411	411
412	412
413	413
414	414
415	415
416	416
417	417
418	418
419	419
420	420
421	421
422	422
423	423
424	424
425	425
426	426
427	427
428	428
429	429
430	430
431	431
432	432
433	433
434	434
435	435
436	436
437	437
438	438
439	439
440	440
441	441
442	442
443	443
444	444
445	445
446	446
447	447
448	448
449	449
450	450
451	451
452	452
453	453
454	454
455	455
456	456
457	457
458	458
459	459
460	460
461	461
462	462
463	463
464	464
465	465
466	466
467	467
468	468
469	469
470	470
471	471
472	472
473	473
474	474
475	475
476	476
477	477
478	478
479	479
480	480
481	481
482	482
483	483
484	484
485	485
486	486
487	487
488	488
489	489
490	490
491	491
492	492
493	493
494	494
495	495
496	496
497	497
498	498
499	499
500	3000
501	3001
502	3002
503	3003
504	3004
505	3005
506	3006
507	3007
508	3008
509	3009
510	3010
511	3011
512	3012
513	3013
514	3014
515	3015
516	3016
517	3017
518	3018
519	3019
520	3020
521	3021
522	3022
523	3023
524	3024
525	3025
526	3026
527	3027
528	3028
529	3029
530	3030
531	3031
532	3032
533	3033
534	3034
535	3035
536	3036
537	3037
538	3038
539	3039
540	3040
541	3041
542	3042
543	3043
544	3044
545	3045
546	3046
547	3047
548	3048
549	3049
550	3050
551	3051
552	3052
553	3053
554	3054
555	3055
556	3056
557	3057
558	3058
559	3059
560	3060
561	3061
562	3062
563	3063
564	3064
565	3065
566	3066
567	3067
568	3068
569	3069
570	3070
571	3071
572	3072
573	3073
574	3074
575	3075
576	3076
577	3077
578	3078
579	3079
580	3080
581	3081
582	3082
583	3083
584	3084
585	3085
586	3086
587	3087
588	3088
589	3089
590	3090
591	3091
592	3092
593	3093
594	3094
595	3095
596	3096
597	3097
598	3098
599	3099
600	3100
601	3101
602	3102
603	3103
604	3104
605	3105
606	3106
607	3107
608	3108
609	3109
610	3110
611	3111
612	3112
613	3113
614	3114
615	3115
616	3116
617	3117
618	3118
619	3119
620	3120
621	3121
622	3122
623	3123
624	3124
625	3125
626	3126
627	3127
628	3128
629	3129
630	3130
631	3131
632	3132
633	3133
634	3134
635	3135
636	3136
637	3137
638	3138
639	3139
640	3140
641	3141
642	3142
643	3143
644	3144
645	3145
646	3146
647	3147
648	3148
649	3149
650	3150
651	3151
652	3152
653	3153
654	3154
655	3155
656	3156
657	3157
658	3158
659	3159
660	3160
661	3161
662	3162
663	3163
664	3164
665	3165
666	3166
667	3167
668	3168
669	3169
670	3170
671	3171
672	3172
673	3173
674	3174
675	3175
676	3176
677	3177
678	3178
679	3179
680	3180
681	3181
682	3182
683	3183
684	3184
685	3185
686	3186
687	3187
688	3188
689	3189
690	3190
691	3191
692	3192
693	3193
694	3194
695	3195
696	3196
697	3197
698	3198
699	3199
700	3200
701	3201
702	3202
703	3203
704	3204
705	3205
706	3206
707	3207
708	3208
709	3209
710	3210
711	3211
712	3212
713	3213
714	3214
715	3215
716	3216
717	3217
718	3218
719	3219
720	3220
721	3221
722	3222
723	3223
724	3224
725	3225
726	3226
727	3227
728	3228
729	3229
730	3230
731	3231
732	3232
733	3233
734	3234
735	3235
736	3236
737	3237
738	3238
739	3239
740	3240
741	3241
742	3242
743	3243
744	3244
745	3245
746	3246
747	3247
748	3248
749	3249
750	3250
751	3251
752	3252
753	3253
754	3254
755	3255
756	3256
757	3257
758	3258
759	3259
760	3260
761	3261
762	3262
763	3263
764	3264
765	3265
766	3266
767	3267
768	3268
769	3269
770	3270
771	3271
772	3272
773	3273
774	3274
775	3275
776	3276
777	3277
778	3278
779	3279
780	3280
781	3281
782	3282
783	3283
784	3284
785	3285
786	3286
787	3287
788	3288
789	3289
790	3290
791	3291
792	3292
793	3293
794	3294
795	3295
796	3296
797	3297
798	3298
799	3299
800	3300
801	3301
802	3302
803	3303
804	3304
805	3305
806	3306
807	3307
808	3308
809	3309
810	3310
811	3311
812	3312
813	3313
814	3314
815	3315
816	3316
817	3317
818	3318
819	3319
820	3320
821	3321
822	3322
823	3323
824	3324
825	3325
826	3326
827	3327
828	3328
829	3329
830	3330
831	3331
832	3332
833	3333
834	3334
835	3335
836	3336
837	3337
838	3338
839	3339
840	3340
841	3341
842	3342
843	3343
844	3344
845	3345
846	3346
847	3347
848	3348
849	3349
850	3350
851	3351
852	3352
853	3353
854	3354
855	3355
856	3356
857	3357
858	3358
859	3359
860	3360
861	3361
862	3362
863	3363
864	3364
865	3365
866	3366
867	3367
868	3368
869	3369
870	3370
871	3371
872	3372
873	3373
874	3374
875	3375
876	3376
877	3377
878	3378
879	3379
880	3380
881	3381
882	3382
883	3383
884	3384
885	3385
886	3386
887	3387
888	3388
889	3389
890	3390
891	3391
892	3392
893	3393
894	3394
895	3395
896	3396
897	3397
898	3398
899	3399
900	3400
901	3401
902	3402
903	3403
904	3404
905	3405
906	3406
907	3407
908	3408
909	3409
910	3410
911	3411
912	3412
913	3413
914	3414
915	3415
916	3416
917	3417
918	3418
919	3419
920	3420
921	3421
922	3422
923	3423
924	3424
925	3425
926	3426
927	3427
928	3428
929	3429
930	3430
931	3431
932	3432
933	3433
934	3434
935	3435
936	3436
937	3437
938	3438
939	3439
940	3440
941	3441
942	3442
943	3443
944	3444
945	3445
946	3446
947	3447
948	3448
949	3449
950	3450
951	3451
952	3452
953	3453
954	3454
955	3455
956	3456
957	3457
958	3458
959	3459
960	3460
